datetime,R5,R4,R3,Pivot,S3,S4,S5,open,high,low,close,dayVolume
29-05-2019 12:05,106.9256771,103.635,101.7925,99.55,98.1075,96.265,92.97432292,100.6,100.6,96.35,97.45,181189
30-05-2019 12:05,101.748521,99.7875,98.61875,98.13333333,96.28125,95.1125,93.15147898,98.8,99.15,93.4,96.45,114880
31-05-2019 12:05,102.3877677,99.6125,98.03125,96.33333333,94.86875,93.2875,90.51223233,97.7,101,94.1,97.15,142034
03-06-2019 12:06,104.2736451,100.945,99.0475,97.41666667,95.2525,93.355,90.02635494,97,101.5,93,100.1,49942
04-06-2019 12:06,109.2489247,104.775,102.4375,98.2,97.7625,95.425,90.95107527,100.2,106.5,97.8,98.45,73802
06-06-2019 12:06,107.2078221,103.235,100.8425,100.9166667,96.0575,93.665,89.69217791,99.05,99.65,92.95,94,24480
07-06-2019 12:06,100.7756859,97.685,95.8425,95.53333333,92.1575,90.315,87.22431415,93.75,95.95,75.2,75.2,78729
10-06-2019 12:06,95.95,86.6125,80.90625,82.11666667,69.49375,63.7875,54.45,60.2,70.7,60.2,64.2,305107
11-06-2019 12:06,75.39767442,69.975,67.0875,65.03333333,61.3125,58.425,53.00232558,64.65,67.6,57.8,58.2,177681
12-06-2019 12:06,68.06782007,63.59,60.895,61.2,55.505,52.81,48.33217993,52.4,58,52.4,56.3,143926
13-06-2019 12:06,62.31679389,59.38,57.84,55.56666667,54.76,53.22,50.28320611,59,61.8,52,53.65,73901
14-06-2019 12:06,63.76096154,59.04,56.345,55.81666667,50.955,48.26,43.53903846,55,55,48.35,51.8,95342
17-06-2019 12:06,58.92450879,55.4575,53.62875,51.71666667,49.97125,48.1425,44.67549121,53.1,53.1,47.5,48.2,38759
18-06-2019 12:06,53.88252632,51.28,49.74,49.6,46.66,45.12,42.51747368,49,50.6,46.6,50,39446
19-06-2019 12:06,54.29184549,52.2,51.1,49.06666667,48.9,47.8,45.70815451,52.45,52.45,49,49.8,68577
20-06-2019 12:06,53.30632653,51.6975,50.74875,50.41666667,48.85125,47.9025,46.29367347,50.05,51.5,48,49.5,16952
21-06-2019 12:06,53.109375,51.425,50.4625,49.66666667,48.5375,47.575,45.890625,51,51.35,49.1,50.5,35988
24-06-2019 12:06,52.81415479,51.7375,51.11875,50.31666667,49.88125,49.2625,48.18584521,51,53,48,48,49589
25-06-2019 12:06,53,50.75,49.375,49.66666667,46.625,45.25,43,49.7,50.4,46.9,50.05,45277
26-06-2019 12:06,53.78507463,51.975,51.0125,49.11666667,49.0875,48.125,46.31492537,51.25,52.55,51.25,52.55,83936
27-06-2019 12:06,53.88297561,53.265,52.9075,52.11666667,52.1925,51.835,51.21702439,54.75,55.15,53.85,55,50302
28-06-2019 12:06,56.3277623,55.715,55.3575,54.66666667,54.6425,54.285,53.6722377,57,57,54.25,55.35,42766
01-07-2019 12:07,58.15576037,56.8625,56.10625,55.53333333,54.59375,53.8375,52.54423963,57,58,56,56.25,31522
02-07-2019 12:07,58.25892857,57.35,56.8,56.75,55.7,55.15,54.24107143,58.7,59.05,57.85,59.05,59819
03-07-2019 12:07,60.27489196,59.71,59.38,58.65,58.72,58.39,57.82510804,60.95,62,57.75,58.9,123405
04-07-2019 12:07,63.23463203,61.2375,60.06875,59.55,57.73125,56.5625,54.56536797,61.5,61.8,59.2,61.8,160395
05-07-2019 12:07,64.51418919,63.23,62.515,60.93333333,61.085,60.37,59.08581081,64.6,64.85,61.6,64.3,57895
08-07-2019 12:07,67.6924513,66.0875,65.19375,63.58333333,63.40625,62.5125,60.9075487,66.95,67.2,63.35,63.5,34337
09-07-2019 12:07,67.35911602,65.6175,64.55875,64.68333333,62.44125,61.3825,59.64088398,64.05,64.1,60.35,61.65,147500
10-07-2019 12:07,65.48077879,63.7125,62.68125,62.03333333,60.61875,59.5875,57.81922121,63.65,63.65,58.6,61.25,151260
11-07-2019 12:07,66.52837031,64.0275,62.63875,61.16666667,59.86125,58.4725,55.97162969,62.9,64.3,61.9,64.1,71451
12-07-2019 12:07,66.58529887,65.42,64.76,63.43333333,63.44,62.78,61.61470113,66,66,60.9,62.2,44997
15-07-2019 12:07,67.408867,65.005,63.6025,63.03333333,60.7975,59.395,56.991133,63.25,63.5,59.3,61.7,33021
16-07-2019 12:07,66.06998314,64.01,62.855,61.5,60.545,59.39,57.33001686,63.45,64.75,61.3,63.15,82490
17-07-2019 12:07,66.70411909,65.0475,64.09875,63.06666667,62.20125,61.2525,59.59588091,65.75,65.8,61.9,62.55,84059
18-07-2019 12:07,66.49095315,64.695,63.6225,63.41666667,61.4775,60.405,58.60904685,64.35,64.4,62.9,63.35,80992
19-07-2019 12:07,64.86073132,64.175,63.7625,63.55,62.9375,62.525,61.83926868,63.9,64.4,62.1,62.85,84587
22-07-2019 12:07,65.17777778,64.115,63.4825,63.11666667,62.2175,61.585,60.52222222,64.4,64.4,61,61.8,41739
23-07-2019 12:07,65.24459016,63.67,62.735,62.4,60.865,59.93,58.35540984,63.05,63.05,58.75,59.6,17899
24-07-2019 12:07,63.96221277,61.965,60.7825,60.46666667,58.4175,57.235,55.23778723,61.85,61.9,56.65,57.3,28182
25-07-2019 12:07,62.61023831,60.1875,58.74375,58.61666667,55.85625,54.4125,51.98976169,58.5,59.7,56,58.35,122270
26-07-2019 12:07,62.20526786,60.385,59.3675,58.01666667,57.3325,56.315,54.49473214,60,60.05,56.5,56.95,81445
29-07-2019 12:07,60.52827434,58.9025,57.92625,57.83333333,55.97375,54.9975,53.37172566,57.5,58.95,55.9,58.15,56259
30-07-2019 12:07,61.32276386,59.8275,58.98875,57.66666667,57.31125,56.4725,54.97723614,59.95,59.95,55.25,55.8,57862
31-07-2019 12:07,60.54678733,58.385,57.0925,57,54.5075,53.215,51.05321267,57.5,58.55,55.75,57.9,214623
01-08-2019 12:08,60.80798206,59.44,58.67,57.4,57.13,56.36,54.99201794,60,60,56.95,57.75,158547
02-08-2019 12:08,60.8428446,59.4275,58.58875,58.23333333,56.91125,56.0725,54.6571554,59.5,59.5,56,57.35,46106
05-08-2019 12:08,60.934375,59.275,58.3125,57.61666667,56.3875,55.425,53.765625,58,58.35,54.95,57.2,70144
06-08-2019 12:08,60.73921747,59.07,58.135,56.83333333,56.265,55.33,53.66078253,57.8,60.05,56,60.05,169695
07-08-2019 12:08,64.39290179,62.2775,61.16375,58.7,58.93625,57.8225,55.70709821,61.95,61.95,57.05,57.45,232926
08-08-2019 12:08,62.38435583,60.145,58.7975,58.81666667,56.1025,54.755,52.51564417,57.9,58.65,55.5,56.55,149348
09-08-2019 12:08,59.75959459,58.2825,57.41625,56.9,55.68375,54.8175,53.34040541,57.95,57.95,55.7,56.8,133115
13-08-2019 12:08,59.09443447,58.0375,57.41875,56.81666667,56.18125,55.5625,54.50556553,57,57.2,54,54.4,34356
14-08-2019 12:08,57.6237037,56.16,55.28,55.2,53.52,52.64,51.1762963,55.4,57,53,53.6,36147
16-08-2019 12:08,57.64528302,55.8,54.7,54.53333333,52.5,51.4,49.55471698,55.85,55.9,50.95,50.95,26972
19-08-2019 12:08,55.9,53.6725,52.31125,52.6,49.58875,48.2275,46,48.45,48.45,48.45,48.45,253
20-08-2019 12:08,48.45,48.45,48.45,48.45,48.45,48.45,48.45,46.05,46.05,46.05,46.05,196
21-08-2019 12:08,46.05,46.05,46.05,46.05,46.05,46.05,46.05,43.75,43.75,43.75,43.75,413
23-08-2019 12:08,41.6,41.6,41.6,41.6,41.6,41.6,41.6,39.55,43.65,39.55,43.65,272148
26-08-2019 12:08,48.17503161,45.905,44.7775,42.28333333,42.5225,41.395,39.12496839,45.8,45.8,45.8,45.8,167442
27-08-2019 12:08,45.8,45.8,45.8,45.8,45.8,45.8,45.8,48.05,48.05,43.55,43.95,81141
28-08-2019 12:08,48.4913318,46.425,45.1875,45.18333333,42.7125,41.475,39.4086682,46.1,46.1,41.8,41.8,70320
29-08-2019 12:08,46.1,44.165,42.9825,43.23333333,40.6175,39.435,37.5,40.5,43.85,40.5,42.45,177773
30-08-2019 12:08,45.9612963,44.2925,43.37125,42.26666667,41.52875,40.6075,38.9387037,44.55,44.55,42,44.5,79491
03-09-2019 12:09,47.20178571,45.9025,45.20125,43.68333333,43.79875,43.0975,41.79821429,46.6,46.7,45.85,46.7,39352
04-09-2019 12:09,47.56575791,47.1675,46.93375,46.41666667,46.46625,46.2325,45.83424209,48.75,49,45.7,47.9,78366
05-09-2019 12:09,51.35886214,49.715,48.8075,47.53333333,46.9925,46.085,44.44113786,48.45,49.5,46.9,47.65,90638
06-09-2019 12:09,50.29157783,49.08,48.365,48.01666667,46.935,46.22,45.00842217,48.8,50,48,50,49445
09-09-2019 12:09,52.08333333,51.1,50.55,49.33333333,49.45,48.9,47.91666667,51.3,52.45,49.6,49.95,34272
11-09-2019 12:09,52.82011089,51.5175,50.73375,50.66666667,49.16625,48.3825,47.07988911,51.3,52.4,48.9,52.4,114118
12-09-2019 12:09,56.15051125,54.325,53.3625,51.23333333,51.4375,50.475,48.64948875,54.3,54.75,49.8,49.8,37082
13-09-2019 12:09,54.75,52.5225,51.16125,51.45,48.43875,47.0775,44.85,51.25,52.25,50.6,52.25,96129
16-09-2019 12:09,53.95380435,53.1575,52.70375,51.7,51.79625,51.3425,50.54619565,53,53.7,50,51.8,111616
17-09-2019 12:09,55.6332,53.835,52.8175,51.83333333,50.7825,49.765,47.9668,52.65,52.85,51.2,52.45,39686
18-09-2019 12:09,54.1402832,53.3575,52.90375,52.16666667,51.99625,51.5425,50.7597168,53.45,53.5,49.9,50.1,33114
19-09-2019 12:09,53.71442886,52.08,51.09,51.16666667,49.11,48.12,46.48557114,51.45,52.6,50.5,52.6,25575
20-09-2019 12:09,54.78732673,53.755,53.1775,51.9,52.0225,51.445,50.41267327,53.35,55.2,50.9,55.2,149211
23-09-2019 12:09,59.8632613,57.565,56.3825,53.76666667,54.0175,52.835,50.5367387,57.6,57.95,52.45,52.7,110553
24-09-2019 12:09,58.22621544,55.725,54.2125,54.36666667,51.1875,49.675,47.17378456,53.95,53.95,50.1,50.1,26119
25-09-2019 12:09,53.95,52.2175,51.15875,51.38333333,49.04125,47.9825,46.25,47.6,47.6,47.6,47.6,104701
26-09-2019 12:09,47.6,47.6,47.6,47.6,47.6,47.6,47.6,48.75,49.7,45.25,47.05,128220
27-09-2019 12:09,51.67701657,49.4975,48.27375,47.33333333,45.82625,44.6025,42.42298343,48.9,48.9,44.7,44.7,133091
30-09-2019 12:09,48.9,47.01,45.855,46.1,43.545,42.39,40.5,46,46.4,42.5,42.5,63998
01-10-2019 12:10,46.4,44.645,43.5725,43.8,41.4275,40.355,38.6,43.5,43.5,40.4,40.4,5348
03-10-2019 12:10,43.5,42.105,41.2525,41.43333333,39.5475,38.695,37.3,38.4,41.9,38.4,38.4,17111
04-10-2019 12:10,41.9,40.325,39.3625,39.56666667,37.4375,36.475,34.9,37.3,39.95,36.5,36.5,24478
07-10-2019 12:10,39.95,38.3975,37.44875,37.65,35.55125,34.6025,33.05,37,38.25,34.7,34.7,32977
09-10-2019 12:10,38.25,36.6525,35.67625,35.88333333,33.72375,32.7475,31.15,35,35,33,33,58948
10-10-2019 12:10,35,34.1,33.55,33.66666667,32.45,31.9,31,33,34.5,31.35,31.35,50987
11-10-2019 12:10,34.5,33.0825,32.21625,32.4,30.48375,29.6175,28.2,32,32.9,29.8,29.8,66816
14-10-2019 12:10,32.9,31.505,30.6525,30.83333333,28.9475,28.095,26.7,31,31.25,28.35,29.35,311215
15-10-2019 12:10,32.35229277,30.945,30.1475,29.65,28.5525,27.755,26.34770723,30.5,30.5,28.5,29.75,40214
16-10-2019 12:10,31.8377193,30.85,30.3,29.58333333,29.2,28.65,27.6622807,30.4,30.7,28.9,29.3,10461
17-10-2019 12:10,31.12491349,30.29,29.795,29.63333333,28.805,28.31,27.47508651,30.4,30.75,28.8,30.7,113887
18-10-2019 12:10,32.77864583,31.7725,31.23625,30.08333333,30.16375,29.6275,28.62135417,31.35,32.2,29.2,29.4,126196
22-10-2019 12:10,32.42054795,31.05,30.225,30.26666667,28.575,27.75,26.37945205,30.5,30.8,28.2,29.85,35811
23-10-2019 12:10,32.60212766,31.28,30.565,29.61666667,29.135,28.42,27.09787234,30,30.45,29.8,29.85,6251
24-10-2019 12:10,30.5010906,30.2075,30.02875,30.03333333,29.67125,29.4925,29.1989094,30.95,31.3,28.5,30,105828
25-10-2019 12:10,32.94736842,31.54,30.77,29.93333333,29.23,28.46,27.05263158,31.5,31.5,31.5,31.5,4503
30-10-2019 12:10,34.7,34.7,34.7,34.7,34.7,34.7,34.7,36.4,36.4,36.4,36.4,2331
08-11-2019 12:11,48.7,46.63,45.365,45.63333333,42.835,41.57,39.5,41.9,41.9,41.9,41.9,1253
11-11-2019 12:11,41.9,41.9,41.9,41.9,41.9,41.9,41.9,39.85,39.85,39.85,39.85,3502
13-11-2019 12:11,39.85,39.85,39.85,39.85,39.85,39.85,39.85,38.2,41.8,38.2,41.8,4316
15-11-2019 12:11,43.85,43.85,43.85,43.85,43.85,43.85,43.85,46,46,45.7,46,7601
18-11-2019 12:11,46.30196937,46.165,46.0825,45.9,45.9175,45.835,45.69803063,47.5,48.3,46.7,48.2,17579
19-11-2019 12:11,49.85139186,49.08,48.64,47.73333333,47.76,47.32,46.54860814,50.5,50.5,48.1,50.4,6778
20-11-2019 12:11,52.91476091,51.72,51.06,49.66666667,49.74,49.08,47.88523909,50.3,50.65,47.9,47.9,6737
21-11-2019 12:11,50.65,49.4125,48.65625,48.81666667,47.14375,46.3875,45.15,45.55,45.55,45.55,45.55,5083
25-11-2019 12:11,43.3,43.3,43.3,43.3,43.3,43.3,43.3,41.15,41.15,41.15,41.15,645
26-11-2019 12:11,41.15,41.15,41.15,41.15,41.15,41.15,41.15,39.1,43.2,39.1,42.85,3899
27-11-2019 12:11,47.34322251,45.105,43.9775,41.71666667,41.7225,40.595,38.35677749,43.2,43.95,40.75,40.75,9164
28-11-2019 12:11,43.95,42.51,41.63,41.81666667,39.87,38.99,37.55,38.75,38.75,38.75,38.75,1099
29-11-2019 12:11,38.75,38.75,38.75,38.75,38.75,38.75,38.75,40.65,40.65,36.85,39.3,2132
02-12-2019 12:12,43.35264586,41.39,40.345,38.93333333,38.255,37.21,35.24735414,41,41,37.35,37.4,2289
04-12-2019 12:12,39,37.4475,36.49875,36.7,34.60125,33.6525,32.1,33.8,33.8,33.8,33.8,39585
05-12-2019 12:12,33.8,33.8,33.8,33.8,33.8,33.8,33.8,32.2,34.5,32.15,32.15,3033
06-12-2019 12:12,34.5,33.4425,32.79625,32.93333333,31.50375,30.8575,29.8,33.35,33.35,30.55,30.55,7567
09-12-2019 12:12,33.35,32.09,31.32,31.48333333,29.78,29.01,27.75,31.75,31.75,29.05,29.05,21897
10-12-2019 12:12,31.75,30.535,29.7925,29.95,28.3075,27.565,26.35,30,30.45,27.7,28.35,4041
11-12-2019 12:12,31.16453069,29.8625,29.10625,28.83333333,27.59375,26.8375,25.53546931,29,29.65,27.8,27.8,4521
12-12-2019 12:12,29.65,28.8175,28.30875,28.41666667,27.29125,26.7825,25.95,28.75,28.75,26.9,27.65,7550
13-12-2019 12:12,29.55157993,28.6675,28.15875,27.76666667,27.14125,26.6325,25.74842007,28.95,28.95,26.3,26.3,4423
16-12-2019 12:12,28.95,27.7575,27.02875,27.18333333,25.57125,24.8425,23.65,26.9,27.2,26.4,26.4,18123
17-12-2019 12:12,27.2,26.84,26.62,26.66666667,26.18,25.96,25.6,27.25,27.7,27,27.6,2376
18-12-2019 12:12,28.31555556,27.985,27.7925,27.43333333,27.4075,27.215,26.88444444,28.25,28.95,26.25,28.85,8218
19-12-2019 12:12,31.81742857,30.335,29.5925,28.01666667,28.1075,27.365,25.88257143,29.5,30.2,28.9,29.5,1817
20-12-2019 12:12,30.82698962,30.215,29.8575,29.53333333,29.1425,28.785,28.17301038,30.8,30.8,29.2,29.45,7250
23-12-2019 12:12,31.06369863,30.33,29.89,29.81666667,29.01,28.57,27.83630137,29.55,30.4,28.1,28.6,1716
24-12-2019 12:12,30.94092527,29.865,29.2325,29.03333333,27.9675,27.335,26.25907473,28.75,28.75,27.2,27.2,3657
26-12-2019 12:12,28.75,28.0525,27.62625,27.71666667,26.77375,26.3475,25.65,27.15,28.5,25.85,26.95,6819
27-12-2019 12:12,29.71276596,28.4075,27.67875,27.1,26.22125,25.4925,24.18723404,27.35,27.95,26.85,27.6,2673
30-12-2019 12:12,28.73072626,28.205,27.9025,27.46666667,27.2975,26.995,26.46927374,28,28,27.5,27.7,588
31-12-2019 12:12,28.20363636,27.975,27.8375,27.73333333,27.5625,27.425,27.19636364,28.05,28.05,27.15,27.35,831
01-01-2020 12:01,28.25662983,27.845,27.5975,27.51666667,27.1025,26.855,26.44337017,28,28.7,26.55,27.5,2087
03-01-2020 12:01,29.72580357,29.3175,29.08375,28.56666667,28.61625,28.3825,27.97419643,30,30.25,29.75,29.9,43250
06-01-2020 12:01,30.40252101,30.175,30.0375,29.96666667,29.7625,29.625,29.39747899,30,31.35,28.45,29.2,4637
07-01-2020 12:01,32.17644991,30.795,29.9975,29.66666667,28.4025,27.605,26.22355009,29.35,30.2,29.35,29.75,18523
08-01-2020 12:01,30.61158433,30.2175,29.98375,29.76666667,29.51625,29.2825,28.88841567,29.65,31,28.6,29.6,25283
09-01-2020 12:01,32.08391608,30.92,30.26,29.73333333,28.94,28.28,27.11608392,31,31.05,30,30.75,18536
10-01-2020 12:01,31.82625,31.3275,31.03875,30.6,30.46125,30.1725,29.67375,32,32,29.25,29.25,26830
13-01-2020 12:01,32,30.7625,30.00625,30.16666667,28.49375,27.7375,26.5,30.2,30.7,28.1,30.55,102414
14-01-2020 12:01,33.37669039,31.98,31.265,29.78333333,29.835,29.12,27.72330961,31.8,32.05,30.5,31.75,104802
15-01-2020 12:01,33.36352459,32.6025,32.17625,31.43333333,31.32375,30.8975,30.13647541,33.2,33.3,31.1,32.35,184843
16-01-2020 12:01,34.63842444,33.56,32.955,32.25,31.745,31.14,30.06157556,32.85,33.35,31.15,33,46834
17-01-2020 12:01,35.33065811,34.21,33.605,32.5,32.395,31.79,30.66934189,33.2,33.8,32.15,32.95,64119
20-01-2020 12:01,34.64105754,33.8575,33.40375,32.96666667,32.49625,32.0425,31.25894246,33.9,33.9,32.1,32.65,62300
21-01-2020 12:01,34.48084112,33.64,33.145,32.88333333,32.155,31.66,30.81915888,33.05,33.05,31.05,31.45,25228
22-01-2020 12:01,33.4757649,32.55,32,31.85,30.9,30.35,29.4242351,31.95,32.5,30.55,30.7,6375
23-01-2020 12:01,32.65957447,31.7725,31.23625,31.25,30.16375,29.6275,28.74042553,31.45,31.75,30.7,31.1,6284
24-01-2020 12:01,32.16368078,31.6775,31.38875,31.18333333,30.81125,30.5225,30.03631922,32,32,29.75,30.5,25487
27-01-2020 12:01,32.80672269,31.7375,31.11875,30.75,29.88125,29.2625,28.19327731,31.25,31.6,29,29.15,406832
28-01-2020 12:01,31.76344828,30.58,29.865,29.91666667,28.435,27.72,26.53655172,29.8,30.4,29,29.45,16683
29-01-2020 12:01,30.87172414,30.22,29.835,29.61666667,29.065,28.68,28.02827586,30,30.9,29.5,30.05,26796
31-01-2020 12:01,32.97881944,31.6575,30.92875,30.15,29.47125,28.7425,27.42118056,30.7,31,28.7,29.45,41628
03-02-2020 12:02,31.51584507,30.46,29.855,29.41666667,28.645,28.04,26.98415493,29.9,29.9,28.2,28.45,2116
04-02-2020 12:02,30.16507092,29.385,28.9175,28.85,27.9825,27.515,26.73492908,29,29,27.35,27.8,1515
05-02-2020 12:02,29.47714808,28.7075,28.25375,28.05,27.34625,26.8925,26.12285192,28.7,28.7,27.15,27.3,5812
06-02-2020 12:02,28.85856354,28.1525,27.72625,27.71666667,26.87375,26.4475,25.74143646,28.25,29.45,26,27.5,17704
07-02-2020 12:02,31.14903846,29.3975,28.44875,27.65,26.55125,25.6025,23.85096154,28.1,29.4,27.15,28.05,12988
10-02-2020 12:02,30.37458564,29.2875,28.66875,28.2,27.43125,26.8125,25.72541436,30,30,27.45,27.75,49472
11-02-2020 12:02,30.32786885,29.1525,28.45125,28.4,27.04875,26.3475,25.17213115,29.3,29.75,26.95,27.25,41793
12-02-2020 12:02,30.08116883,28.79,28.02,27.98333333,26.48,25.71,24.41883117,28.95,29,26.5,28.1,16541
13-02-2020 12:02,30.7509434,29.475,28.7875,27.86666667,27.4125,26.725,25.4490566,30.2,30.2,25.45,27.4,20008
14-02-2020 12:02,32.51394892,30.0125,28.70625,27.68333333,26.09375,24.7875,22.28605108,28.25,29.3,25.6,26.75,50578
17-02-2020 12:02,30.61621094,28.785,27.7675,27.21666667,25.7325,24.715,22.88378906,27.5,28,24.1,27.05,69536
18-02-2020 12:02,31.42738589,29.195,28.1225,26.38333333,25.9775,24.905,22.67261411,27.75,29.6,25.45,26,35417
19-02-2020 12:02,30.23968566,28.2825,27.14125,27.01666667,24.85875,23.7175,21.76031434,27.25,27.5,23.4,23.4,85516
20-02-2020 12:02,27.5,25.655,24.5275,24.76666667,22.2725,21.145,19.3,23.95,25.55,21.1,24.25,43695
24-02-2020 12:02,29.36433649,26.6975,25.47375,23.63333333,23.02625,21.8025,19.13566351,25.4,25.4,21.85,21.85,28064
25-02-2020 12:02,25.4,23.8025,22.82625,23.03333333,20.87375,19.8975,18.3,22.9,23.7,20.65,21.8,45322
26-02-2020 12:02,25.01985472,23.4775,22.63875,22.05,20.96125,20.1225,18.58014528,21.85,22.5,20.75,21.6,28683
27-02-2020 12:02,23.42168675,22.5625,22.08125,21.61666667,21.11875,20.6375,19.77831325,22,22,20.85,21.55,24830
28-02-2020 12:02,22.73860911,22.1825,21.86625,21.46666667,21.23375,20.9175,20.36139089,21.75,22.4,20.5,20.6,16177
02-03-2020 12:03,22.50926829,21.645,21.1225,21.16666667,20.0775,19.555,18.69073171,21.25,21.35,19.8,20.95,20506
03-03-2020 12:03,22.59002525,21.8025,21.37625,20.7,20.52375,20.0975,19.30997475,20.8,21.65,19.95,19.95,44480
04-03-2020 12:03,21.65,20.885,20.4175,20.51666667,19.4825,19.015,18.25,19.9,20.7,19,19.35,40997
05-03-2020 12:03,21.08131579,20.285,19.8175,19.68333333,18.8825,18.415,17.61868421,19.7,19.7,18.55,19,63235
06-03-2020 12:03,20.17789757,19.6325,19.31625,19.08333333,18.68375,18.3675,17.82210243,19.35,19.35,18.05,18.15,29275
09-03-2020 12:03,19.45720222,18.865,18.5075,18.51666667,17.7925,17.435,16.84279778,18.5,18.95,17.25,17.85,4698
11-03-2020 12:03,19.60913043,18.785,18.3175,18.01666667,17.3825,16.915,16.09086957,18.05,18.7,17,18.7,121671
12-03-2020 12:03,20.57,19.635,19.1675,18.13333333,18.2325,17.765,16.83,19.25,19.6,17.8,19.05,47633
13-03-2020 12:03,20.97640449,20.04,19.545,18.81666667,18.555,18.06,17.12359551,19.5,20,18.3,20,21828
16-03-2020 12:03,21.8579235,20.935,20.4675,19.43333333,19.5325,19.065,18.1420765,20.8,20.8,19.15,19.5,4523
17-03-2020 12:03,21.18015666,20.4075,19.95375,19.81666667,19.04625,18.5925,17.81984334,19.95,20.45,18.6,19.05,15594
18-03-2020 12:03,20.94475806,20.0675,19.55875,19.36666667,18.54125,18.0325,17.15524194,19.5,19.85,18.1,18.2,6123
19-03-2020 12:03,19.95966851,19.1625,18.68125,18.71666667,17.71875,17.2375,16.44033149,18.7,19,17.3,17.85,8940
20-03-2020 12:03,19.60404624,18.785,18.3175,18.05,17.3825,16.915,16.09595376,18.5,18.7,17.35,18.7,51044
23-03-2020 12:03,20.15504323,19.4425,19.07125,18.25,18.32875,17.9575,17.24495677,19.25,19.6,17.8,17.8,4049
24-03-2020 12:03,19.6,18.79,18.295,18.4,17.305,16.81,16,18.15,18.15,16.95,17,2069
25-03-2020 12:03,18.20353982,17.66,17.33,17.36666667,16.67,16.34,15.79646018,17,17.1,16.15,16.15,1654
26-03-2020 12:03,17.1,16.6725,16.41125,16.46666667,15.88875,15.6275,15.2,15.35,16.6,15.35,15.35,2321
27-03-2020 12:03,16.6,16.0375,15.69375,15.76666667,15.00625,14.6625,14.1,15.4,16.05,14.6,15.95,51417
30-03-2020 12:03,17.53407534,16.7475,16.34875,15.53333333,15.55125,15.1525,14.36592466,16.45,16.45,15.2,15.6,5487
31-03-2020 12:03,16.88289474,16.2875,15.94375,15.75,15.25625,14.9125,14.31710526,16.25,16.35,15.15,15.95,14951
01-04-2020 12:04,17.21336634,16.61,16.28,15.81666667,15.62,15.29,14.68663366,16.45,16.7,15.2,15.35,4935
03-04-2020 12:04,16.86480263,16.175,15.7625,15.75,14.9375,14.525,13.83519737,15.25,16.1,14.6,15.6,2697
07-04-2020 12:04,17.20273973,16.425,16.0125,15.43333333,15.1875,14.775,13.99726027,15.8,16.2,14.85,15.15,25448
08-04-2020 12:04,16.52727273,15.8925,15.52125,15.4,14.77875,14.4075,13.77272727,15.45,15.9,14.4,15.9,6894
09-04-2020 12:04,17.55625,16.725,16.3125,15.4,15.4875,15.075,14.24375,16.65,17.3,15.35,16,47444
15-04-2020 12:04,17.45723684,16.46,15.855,15.95,14.645,14.04,13.04276316,16.25,16.7,15.4,15.8,6537
16-04-2020 12:04,17.13376623,16.515,16.1575,15.96666667,15.4425,15.085,14.46623377,16,16,15.4,15.95,15087
17-04-2020 12:04,16.57142857,16.28,16.115,15.78333333,15.785,15.62,15.32857143,16.9,17.5,15,17.15,50846
20-04-2020 12:04,20.00833333,18.525,17.8375,16.55,16.4625,15.775,14.29166667,18.65,18.85,18.15,18.85,106821
21-04-2020 12:04,19.57699725,19.235,19.0425,18.61666667,18.6575,18.465,18.12300275,19.3,20.7,19.2,20.7,61754
22-04-2020 12:04,22.3171875,21.525,21.1125,20.2,20.2875,19.875,19.0828125,21.6,21.7,21.25,21.7,66470
23-04-2020 12:04,22.15952941,21.9475,21.82375,21.55,21.57625,21.4525,21.24047059,22.6,22.75,21.4,22.6,68432
24-04-2020 12:04,24.02570093,23.3425,22.97125,22.25,22.22875,21.8575,21.17429907,23.6,23.6,21.5,22.1,47693
27-04-2020 12:04,24.25860465,23.255,22.6775,22.4,21.5225,20.945,19.94139535,22.6,23,21.95,22.55,67722
28-04-2020 12:04,23.62870159,23.1275,22.83875,22.5,22.26125,21.9725,21.47129841,23.1,23.65,21.65,23.2,69049
29-04-2020 12:04,25.34318707,24.3,23.75,22.83333333,22.65,22.1,21.05681293,24.25,24.35,23.9,24.35,29633
30-04-2020 12:04,24.8084728,24.5975,24.47375,24.2,24.22625,24.1025,23.8915272,25.5,25.55,25.25,25.55,25720
04-05-2020 12:05,25.85356436,25.715,25.6325,25.45,25.4675,25.385,25.24643564,26.75,26.75,24.4,25.45,22975
05-05-2020 12:05,27.90112705,26.7425,26.09625,25.53333333,24.80375,24.1575,22.99887295,25.95,25.95,25.3,25.35,7576
06-05-2020 12:05,26.00128458,25.7075,25.52875,25.53333333,25.17125,24.9925,24.69871542,25.65,25.65,24.1,24.1,16931
08-05-2020 12:05,22.9,22.9,22.9,22.9,22.9,22.9,22.9,21.8,21.8,21.8,21.8,21327
11-05-2020 12:05,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,20.75,20.75,1040
12-05-2020 12:05,21.8,21.3275,21.03875,21.1,20.46125,20.1725,19.7,19.75,19.75,19.75,19.75,534
13-05-2020 12:05,19.75,19.75,19.75,19.75,19.75,19.75,19.75,18.8,20.7,18.8,19,39742
14-05-2020 12:05,20.92021277,20.045,19.5225,19.5,18.4775,17.955,17.07978723,19,19.7,18.15,19.15,3416
15-05-2020 12:05,20.78539945,20.0025,19.57625,19,18.72375,18.2975,17.51460055,19.4,20,18.2,18.3,13699
