Datetime,Sell Price,Lowest Value,Close Value,Max Gains,Close Price Gains,Stop Loss Gains,FixedGains,FixedGainPrice,R4,S4,Open,High,Low,Close,dayVolume
2017-11-17 09:40:00,77.05000000000001,78.25,79.4,-1.5574302401038136,-3.0499675535366566,-4.300032446463318,-4.300032446463318,76.20245000000001,79.5675,75.3325,78.8,80.9,74.2,79.4,73844
2017-11-17 09:50:00,79.0,79.0,79.4,0.0,-0.5063291139240579,-1.7255379746835422,-1.7255379746835422,78.131,79.5675,75.3325,78.8,80.9,74.2,79.4,73844
2017-11-17 10:00:00,79.7,79.0,79.4,0.8782936010037677,0.3764115432873239,-0.8320890840652388,-0.8320890840652388,78.8233,79.5675,75.3325,78.8,80.9,74.2,79.4,73844
2017-11-17 10:10:00,79.45,79.0,79.4,0.5663939584644466,0.0629326620516012,-1.1493706733794782,-1.1493706733794782,78.57605,79.5675,75.3325,78.8,80.9,74.2,79.4,73844
2017-11-17 10:50:00,79.45,79.0,79.4,0.5663939584644466,0.0629326620516012,-1.1493706733794782,-1.1493706733794782,78.57605,79.5675,75.3325,78.8,80.9,74.2,79.4,73844
2017-11-17 15:20:00,79.95,80.0,79.4,-0.06253908692932728,0.6879299562226356,-0.5167917448405196,-0.5167917448405196,79.07055,79.5675,75.3325,78.8,80.9,74.2,79.4,73844
2017-11-20 12:05:00,83.0,82.75,83.35,0.30120481927710846,-0.42168674698794495,,-0.42168674698794495,82.087,83.085,75.715,80.25,83.35,80.15,83.35,49748
2017-11-20 12:55:00,82.75,82.8,83.35,-0.06042296072507209,-0.7250755287008995,,-0.7250755287008995,81.83975,83.085,75.715,80.25,83.35,80.15,83.35,49748
2017-11-20 13:55:00,82.8,82.8,83.35,0.0,-0.6642512077294652,,-0.6642512077294652,81.8892,83.085,75.715,80.25,83.35,80.15,83.35,49748
2017-11-21 10:05:00,85.0,81.6,83.3,4.000000000000007,2.0000000000000036,-1.1307058823529434,1.1,84.065,85.11,81.59,84.25,87.5,81.6,83.3,26705
2017-11-21 10:20:00,85.0,81.6,83.3,4.000000000000007,2.0000000000000036,-1.1307058823529434,1.1,84.065,85.11,81.59,84.25,87.5,81.6,83.3,26705
2017-11-21 12:45:00,84.0,81.6,83.3,2.857142857142864,0.8333333333333368,-2.3346428571428595,1.1,83.076,85.11,81.59,84.25,87.5,81.6,83.3,26705
2017-11-21 13:45:00,84.8,81.6,83.3,3.7735849056603805,1.7688679245283019,,1.1,83.8672,85.11,81.59,84.25,87.5,81.6,83.3,26705
2017-11-23 09:25:00,84.625,83.0,84.2,1.9202363367799113,0.5022156573116657,-1.0835450516986704,1.1,83.694125,84.695,80.405,84.0,86.5,83.0,84.2,13405
2017-11-23 10:40:00,84.25,83.0,84.2,1.483679525222552,0.0593471810088987,,1.1,83.32325,84.695,80.405,84.0,86.5,83.0,84.2,13405
2017-11-23 11:50:00,83.8,83.0,84.2,0.9546539379474906,-0.4773269689737538,,-0.4773269689737538,82.87819999999999,84.695,80.405,84.0,86.5,83.0,84.2,13405
2017-11-23 12:15:00,83.5,83.5,84.2,0.0,-0.8383233532934166,,-0.8383233532934166,82.5815,84.695,80.405,84.0,86.5,83.0,84.2,13405
2017-11-23 14:05:00,83.8,83.5,84.2,0.35799522673030687,-0.4773269689737538,,-0.4773269689737538,82.87819999999999,84.695,80.405,84.0,86.5,83.0,84.2,13405
2017-12-14 09:35:00,100.575,99.0,101.7,1.5659955257270721,-1.1185682326621922,-0.9246830723340717,1.1,99.468675,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-14 09:40:00,100.125,99.0,101.7,1.1235955056179776,-1.5730337078651715,-1.3782771535580478,1.1,99.023625,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-14 10:20:00,100.525,99.0,101.7,1.5170355632927188,-1.1688634667993008,-0.9748818701815366,1.1,99.41922500000001,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-14 10:25:00,100.67500000000001,99.0,101.7,1.6637695555003835,-1.018127638440518,-0.8244350633225567,1.1,99.567575,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-14 14:00:00,100.8,99.0,101.7,1.785714285714283,-0.8928571428571486,-0.6994047619047602,1.1,99.6912,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-14 14:05:00,100.3,99.0,101.7,1.2961116650049822,-1.3958125623130666,-1.2013958125623114,1.1,99.19669999999999,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-14 14:10:00,100.3,100.5,101.7,-0.1994017946161544,-1.3958125623130666,-1.2013958125623114,-1.2013958125623114,99.19669999999999,100.5,100.5,105.4,105.4,99.0,101.7,86132
2017-12-22 09:30:00,132.975,133.25,134.95,-0.20680579056214002,-1.4852415867644253,-0.04107915021621785,-0.04107915021621785,131.512275,131.7125,125.3875,126.05,134.95,125.25,134.95,65551
2017-12-26 09:35:00,140.825,138.0,141.65,2.006035860110058,-0.5858334812710932,,1.1,139.275925,140.285,129.615,131.95,141.65,131.95,141.65,16862
2017-12-26 09:45:00,140.875,138.0,141.65,2.0408163265306123,-0.5501330967169517,,1.1,139.325375,140.285,129.615,131.95,141.65,131.95,141.65,16862
2017-12-26 09:50:00,140.55,138.0,141.65,1.814300960512281,-0.7826396300248981,,1.1,139.00395,140.285,129.615,131.95,141.65,131.95,141.65,16862
2017-12-26 09:55:00,140.825,138.0,141.65,2.006035860110058,-0.5858334812710932,,1.1,139.275925,140.285,129.615,131.95,141.65,131.95,141.65,16862
2017-12-26 10:45:00,140.075,138.0,141.65,1.481349277172935,-1.124397644119234,,1.1,138.53417499999998,140.285,129.615,131.95,141.65,131.95,141.65,16862
2017-12-26 10:55:00,139.55,138.0,141.65,1.1107130060910149,-1.504836975994263,,1.1,138.01495,140.285,129.615,131.95,141.65,131.95,141.65,16862
2017-12-26 11:05:00,139.825,141.0,141.65,-0.8403361344537896,-1.305202932236737,,-1.305202932236737,138.286925,140.285,129.615,131.95,141.65,131.95,141.65,16862
2018-01-16 09:25:00,275.75,265.8,265.8,3.608340888485943,3.608340888485943,,1.1,272.71675,282.4725,277.0275,281.2,288.9,265.8,265.8,57810
2018-01-16 09:30:00,270.4,265.8,265.8,1.7011834319526502,1.7011834319526502,,1.1,267.4256,282.4725,277.0275,281.2,288.9,265.8,265.8,57810
2018-01-22 09:25:00,282.875,267.0,279.9,5.612019443216969,1.0517012814847628,,1.1,279.763375,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 09:35:00,282.825,267.0,279.9,5.595332802970031,1.034208432776456,,1.1,279.71392499999996,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 09:45:00,283.725,267.0,279.9,5.8947924927306445,1.3481363996828073,,1.1,280.60402500000004,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 09:50:00,283.75,267.0,279.9,5.903083700440528,1.356828193832607,,1.1,280.62875,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 10:05:00,282.85,267.0,279.9,5.603676860526789,1.0429556301926977,,1.1,279.73865,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 10:15:00,284.05,267.0,279.9,6.002464354867105,1.4610103854955232,,1.1,280.92545,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 10:35:00,284.175,267.0,279.9,6.043811031934551,1.5043547110055544,,1.1,281.049075,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 11:05:00,284.425,267.0,279.9,6.126395359057752,1.5909290674167298,,1.1,281.296325,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 11:10:00,283.25,267.0,279.9,5.736981465136805,1.1827007943512877,,1.1,280.13425,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 11:40:00,283.8,267.0,279.9,5.919661733615226,1.3742071881606885,,1.1,280.6782,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 12:20:00,282.6,267.0,279.9,5.52016985138005,0.9554140127388696,,1.1,279.4914,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 13:00:00,284.35,267.0,279.9,6.101635308598566,1.5649727448567063,,1.1,281.22215,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 13:05:00,284.275,267.0,279.9,6.076862193298735,1.539002726233401,,1.1,281.147975,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 13:10:00,283.025,267.0,279.9,5.6620439890468965,1.1041427435738893,,1.1,279.911725,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 14:10:00,284.29999999999995,267.0,279.9,6.08512135068588,1.5476609215617227,,1.1,281.17269999999996,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 14:15:00,283.0,267.0,279.9,5.6537102473498235,1.0954063604240363,,1.1,279.887,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-01-22 15:00:00,284.175,267.0,279.9,6.043811031934551,1.5043547110055544,,1.1,281.049075,284.5475,271.9525,281.25,286.0,267.0,279.9,41747
2018-02-01 09:30:00,264.95,263.3,273.65,0.6227590111341677,-3.283638422343834,-1.8653330817135363,-1.8653330817135363,262.03555,267.22,255.78,261.05,274.55,261.05,273.65,24084
2018-02-07 10:25:00,266.4,266.1,268.65,0.11261261261259554,-0.8445945945945946,,-0.8445945945945946,263.46959999999996,267.73,261.57,270.0,273.0,266.1,268.65,11239
2018-02-07 11:55:00,267.45,266.1,268.65,0.504767246214233,-0.4486819966348808,,-0.4486819966348808,264.50804999999997,267.73,261.57,270.0,273.0,266.1,268.65,11239
2018-02-07 13:05:00,267.05,266.1,268.65,0.3557386257255153,-0.5991387380640202,,-0.5991387380640202,264.11245,267.73,261.57,270.0,273.0,266.1,268.65,11239
2018-02-07 13:10:00,267.05,267.0,268.65,0.018723085564505287,-0.5991387380640202,,-0.5991387380640202,264.11245,267.73,261.57,270.0,273.0,266.1,268.65,11239
2018-02-07 15:25:00,268.5,,268.65,,-0.05586592178770103,,-0.05586592178770103,265.5465,267.73,261.57,270.0,273.0,266.1,268.65,11239
2018-02-08 09:50:00,272.0,270.0,272.85,0.7352941176470588,-0.3125000000000083,,-0.3125000000000083,269.008,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 13:15:00,273.45,270.0,272.85,1.2616566099835393,0.21941854086669077,,1.1,270.44205,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 13:50:00,272.9,270.0,272.85,1.0626603151337404,0.018321729571254865,,0.018321729571254865,269.8981,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:00:00,272.25,270.0,272.85,0.8264462809917356,-0.22038567493113784,,-0.22038567493113784,269.25525,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:05:00,272.0,270.0,272.85,0.7352941176470588,-0.3125000000000083,,-0.3125000000000083,269.008,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:10:00,272.9,270.0,272.85,1.0626603151337404,0.018321729571254865,,0.018321729571254865,269.8981,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:25:00,272.9,270.0,272.85,1.0626603151337404,0.018321729571254865,,0.018321729571254865,269.8981,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:40:00,272.9,270.0,272.85,1.0626603151337404,0.018321729571254865,,0.018321729571254865,269.8981,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:45:00,272.4,270.0,272.85,0.8810572687224587,-0.16519823788547924,,-0.16519823788547924,269.4036,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 14:55:00,272.0,270.0,272.85,0.7352941176470588,-0.3125000000000083,,-0.3125000000000083,269.008,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 15:05:00,271.0,270.0,272.85,0.36900369003690037,-0.6826568265682741,,-0.6826568265682741,268.019,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-08 15:25:00,273.475,,272.85,,0.22854008593107228,,0.22854008593107228,270.46677500000004,272.445,264.855,282.0,282.0,269.25,272.85,19669
2018-02-14 13:05:00,269.67499999999995,267.25,269.1,0.8992305552980272,0.2132196162046656,,0.2132196162046656,266.70857499999994,270.5775,263.9225,266.85,270.95,265.9,269.1,7227
2018-02-16 09:55:00,267.0,255.1,260.55,4.456928838951313,2.4157303370786476,,1.1,264.063,268.6275,264.1725,268.5,269.95,255.1,260.55,11913
2018-02-28 10:00:00,225.25,224.4,225.75,0.3773584905660352,-0.22197558268590456,,-0.22197558268590456,222.77224999999999,227.625,207.275,228.3,228.3,218.9,225.75,59393
2018-02-28 11:15:00,227.225,224.4,225.75,1.243261084827809,0.6491363186269091,,1.1,224.725525,227.625,207.275,228.3,228.3,218.9,225.75,59393
2018-02-28 15:40:00,225.75,,225.75,,0.0,,0.0,223.26675,227.625,207.275,228.3,228.3,218.9,225.75,59393
2018-03-01 15:40:00,222.65,,222.65,,0.0,,0.0,220.20085,230.92,220.58,228.0,232.0,220.1,222.65,37223
2018-03-08 09:35:00,207.5,195.4,198.1,5.831325301204816,4.530120481927714,,1.1,205.2175,209.15,199.25,210.85,210.85,195.4,198.1,143716
2018-03-08 09:50:00,208.475,195.4,198.1,6.271735220050361,4.976615901187193,,1.1,206.181775,209.15,199.25,210.85,210.85,195.4,198.1,143716
2018-03-08 10:00:00,208.0,195.4,198.1,6.057692307692305,4.759615384615387,,1.1,205.712,209.15,199.25,210.85,210.85,195.4,198.1,143716
2018-03-09 09:25:00,206.0,202.0,207.95,1.9417475728155338,-0.9466019417475673,,1.1,203.734,206.5975,189.6025,204.95,208.0,202.0,207.95,79469
2018-03-09 09:40:00,204.5,206.5,207.95,-0.9779951100244498,-1.6870415647921706,,-1.6870415647921706,202.2505,206.5975,189.6025,204.95,208.0,202.0,207.95,79469
2018-03-16 09:25:00,250.65,247.65,247.75,1.196888090963495,1.156991821264714,-0.9274685816876149,1.1,247.89285,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 09:30:00,250.9,247.65,247.75,1.2953367875647668,1.2554802710243147,-0.8269031486648095,1.1,248.1401,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 09:50:00,250.75,247.65,247.75,1.2362911266201373,1.1964107676969093,-0.8872183449651098,1.1,247.99175,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 09:55:00,250.65,247.65,247.75,1.196888090963495,1.156991821264714,-0.9274685816876149,1.1,247.89285,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 10:00:00,250.0,247.65,247.75,0.9399999999999977,0.8999999999999999,-1.1898800000000052,-1.1898800000000052,247.25,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 10:20:00,249.5,247.65,247.75,0.7414829659318615,0.7014028056112225,-1.3926653306613277,-1.3926653306613277,246.75549999999998,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 10:30:00,250.725,247.65,247.75,1.2264433143882696,1.1865589789610107,-0.8972778941070968,1.1,247.96702499999998,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 12:05:00,249.95,247.65,247.75,0.9201840368073546,0.8801760352070368,,0.8801760352070368,247.20055,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 14:45:00,249.575,247.65,247.75,0.7713112290894453,0.731243113292593,,0.731243113292593,246.82967499999998,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 15:05:00,247.775,247.65,247.75,0.0504489960649783,0.010089799212997954,,0.010089799212997954,245.049475,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-16 15:40:00,247.75,,247.75,,0.0,,0.0,245.02475,250.47,242.33,253.0,253.0,247.65,247.75,6307
2018-03-19 11:15:00,249.95,246.15,246.8,1.5203040608121559,1.260252050410073,,1.1,247.20055,250.6925,244.8075,249.65,252.5,246.15,246.8,149130
2018-03-21 09:50:00,246.525,232.2,234.8,5.810769698813514,4.756109927999186,,1.1,243.81322500000002,247.4725,239.8275,245.85,248.05,232.2,234.8,12758
2018-03-21 10:05:00,244.85,232.2,234.8,5.166428425566676,4.104553808454148,,1.1,242.15664999999998,247.4725,239.8275,245.85,248.05,232.2,234.8,12758
2018-03-21 10:20:00,246.425,232.2,234.8,5.772547428223607,4.717459673328599,,1.1,243.714325,247.4725,239.8275,245.85,248.05,232.2,234.8,12758
2018-03-21 10:25:00,245.1,232.2,234.8,5.263157894736844,4.202366381068945,,1.1,242.4039,247.4725,239.8275,245.85,248.05,232.2,234.8,12758
2018-03-21 10:40:00,245.5,232.2,234.8,5.417515274949088,4.358452138492868,,1.1,242.7995,247.4725,239.8275,245.85,248.05,232.2,234.8,12758
2018-03-26 09:35:00,235.075,220.0,229.8,6.412846963734974,2.2439646921195266,,1.1,232.489175,235.7,220.3,235.7,238.0,220.0,229.8,97078
2018-03-26 11:55:00,233.6,220.0,229.8,5.821917808219176,1.626712328767116,,1.1,231.0304,235.7,220.3,235.7,238.0,220.0,229.8,97078
2018-03-28 10:30:00,246.85,240.95,241.35,2.390115454729595,2.2280737289852137,,1.1,244.13465,246.3925,236.1075,245.0,252.0,240.95,241.35,10342
2018-03-28 10:35:00,246.125,240.95,241.35,2.102590147282889,1.9400711020822774,,1.1,243.417625,246.3925,236.1075,245.0,252.0,240.95,241.35,10342
2018-04-02 11:40:00,245.4,245.0,245.4,0.16299918500407728,0.0,,0.0,242.7006,247.4275,235.2725,244.05,248.1,243.6,245.4,91464
2018-04-02 12:05:00,247.125,245.0,245.4,0.8598887202832575,0.698027314112289,,0.698027314112289,244.406625,247.4275,235.2725,244.05,248.1,243.6,245.4,91464
2018-04-02 12:20:00,245.0,245.0,245.4,0.0,-0.1632653061224513,,-0.1632653061224513,242.305,247.4275,235.2725,244.05,248.1,243.6,245.4,91464
2018-04-02 13:05:00,247.0,245.0,245.4,0.8097165991902834,0.6477732793522244,,0.6477732793522244,244.283,247.4275,235.2725,244.05,248.1,243.6,245.4,91464
2018-04-04 09:55:00,253.0,251.55,251.95,0.5731225296442642,0.41501976284585423,,0.41501976284585423,250.21699999999998,254.0,248.5,255.8,256.0,251.55,251.95,11880
2018-04-04 10:40:00,253.075,251.55,251.95,0.6025881655635591,0.44453225328459944,,0.44453225328459944,250.29117499999998,254.0,248.5,255.8,256.0,251.55,251.95,11880
2018-04-04 12:15:00,253.175,251.55,251.95,0.6418485237483953,0.48385504097956855,,0.48385504097956855,250.390075,254.0,248.5,255.8,256.0,251.55,251.95,11880
2018-04-04 13:05:00,252.75,251.55,251.95,0.4747774480712121,0.31651829871414894,,0.31651829871414894,249.96975,254.0,248.5,255.8,256.0,251.55,251.95,11880
2018-04-05 15:25:00,254.175,,254.5,,-0.12786466017507175,,-0.12786466017507175,251.379075,254.3975,249.5025,255.9,258.75,253.1,254.5,6956
2018-04-06 09:25:00,256.375,252.9,253.85,1.3554363725012166,0.9848854217454923,,1.1,253.554875,257.6075,251.3925,257.45,260.0,252.9,253.85,7952
2018-04-06 09:30:00,256.075,252.9,253.85,1.2398711315044355,0.8688860685346068,,1.1,253.258175,257.6075,251.3925,257.45,260.0,252.9,253.85,7952
2018-04-06 09:35:00,254.3,252.9,253.85,0.5505308690523026,0.17695635076681757,,0.17695635076681757,251.5027,257.6075,251.3925,257.45,260.0,252.9,253.85,7952
2018-04-06 11:25:00,256.0,252.9,253.85,1.2109374999999978,0.8398437500000022,,1.1,253.184,257.6075,251.3925,257.45,260.0,252.9,253.85,7952
2018-04-09 09:50:00,256.15,249.05,250.55,2.7718133905914373,2.186219012297469,,1.1,253.33234999999996,257.755,249.945,257.2,259.0,249.05,250.55,30730
2018-04-12 09:40:00,249.0,235.8,237.35,5.301204819277104,4.678714859437753,,1.1,246.261,249.2175,247.1825,251.5,251.5,235.8,237.35,7727
2018-04-12 10:10:00,245.95,235.8,237.35,4.1268550518397955,3.4966456596869264,,1.1,243.24454999999998,249.2175,247.1825,251.5,251.5,235.8,237.35,7727
2018-04-16 13:25:00,241.475,238.5,242.5,1.2320115954032484,-0.42447458329019805,,1.1,238.818775,242.7775,233.9225,244.85,244.9,238.5,242.5,119075
2018-04-16 13:30:00,241.0,238.5,242.5,1.0373443983402488,-0.6224066390041494,,-0.6224066390041494,238.349,242.7775,233.9225,244.85,244.9,238.5,242.5,119075
2018-04-16 13:35:00,241.5,238.5,242.5,1.2422360248447204,-0.4140786749482402,,1.1,238.8435,242.7775,233.9225,244.85,244.9,238.5,242.5,119075
2018-04-16 14:55:00,241.05,238.5,242.5,1.057871810827634,-0.6015349512549216,,-0.6015349512549216,238.39845,242.7775,233.9225,244.85,244.9,238.5,242.5,119075
2018-04-16 15:00:00,240.5,238.5,242.5,0.8316008316008316,-0.8316008316008316,,-0.8316008316008316,237.8545,242.7775,233.9225,244.85,244.9,238.5,242.5,119075
2018-04-16 15:20:00,240.0,238.5,242.5,0.625,-1.0416666666666665,,-1.0416666666666665,237.35999999999999,242.7775,233.9225,244.85,244.9,238.5,242.5,119075
2018-04-20 15:40:00,242.45,,242.45,,0.0,,0.0,239.78304999999997,244.425,233.975,244.5,244.9,238.0,242.45,16831
2018-04-24 14:40:00,247.275,246.45,250.9,0.33363663936913035,-1.4659791729855425,-3.3843392983520406,-3.3843392983520406,244.554975,253.1125,236.8875,245.2,257.0,244.7,250.9,43973
2018-04-24 15:25:00,247.475,,250.9,,-1.383978179614107,,-1.383978179614107,244.75277499999999,253.1125,236.8875,245.2,257.0,244.7,250.9,43973
2018-05-02 09:25:00,278.975,273.85,274.6,1.837082175822206,1.5682408817994442,,1.1,275.906275,279.23,271.97,283.0,287.0,273.85,274.6,97530
2018-05-02 09:30:00,278.5,273.85,274.6,1.6696588868940672,1.400359066427281,,1.1,275.4365,279.23,271.97,283.0,287.0,273.85,274.6,97530
2018-05-02 09:45:00,278.625,273.85,274.6,1.7137729923732532,1.4445939883355683,,1.1,275.56012499999997,279.23,271.97,283.0,287.0,273.85,274.6,97530
2018-05-02 09:50:00,276.625,273.85,274.6,1.003163126976946,0.7320379575237153,,0.7320379575237153,273.582125,279.23,271.97,283.0,287.0,273.85,274.6,97530
2018-05-02 11:10:00,276.45,273.85,274.6,0.9404955688189424,0.6691987701211669,,0.6691987701211669,273.40905,279.23,271.97,283.0,287.0,273.85,274.6,97530
2018-05-02 12:30:00,277.025,273.85,274.6,1.14610594711667,0.8753722588213896,,1.1,273.97772499999996,279.23,271.97,283.0,287.0,273.85,274.6,97530
2018-05-04 09:55:00,275.3,273.8,274.0,0.5448601525608426,0.4722121322194011,,0.4722121322194011,272.2717,275.62,271.88,274.1,276.0,273.8,274.0,79788
2018-05-04 10:30:00,275.25,273.8,274.0,0.5267938237965445,0.4541326067211626,,0.4541326067211626,272.22225,275.62,271.88,274.1,276.0,273.8,274.0,79788
2018-05-08 09:20:00,279.5,278.8,279.8,0.25044722719140916,-0.10733452593918116,-0.9439892665474184,-0.9439892665474184,276.4255,279.345,275.055,278.75,283.5,278.7,279.8,106270
2018-05-08 09:55:00,279.475,278.8,279.8,0.24152428660882416,-0.11628947133016858,-0.9530190535826143,-0.9530190535826143,276.400775,279.345,275.055,278.75,283.5,278.7,279.8,106270
